6.2523 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x113f59c90>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1680, 1050]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType=u'pyglet')
1029.8726 	EXP 	New trial (rep=13, index=0): OrderedDict([(u'Sound', u'heart60_1.wav'), (u'marker', 60)])
1029.8890 	EXP 	Wait3: autoDraw = False
1029.8890 	EXP 	Wait3: autoDraw = False
1049.8895 	EXP 	Wait3: autoDraw = True
1059.8737 	EXP 	New trial (rep=13, index=1): OrderedDict([(u'Sound', u'heart60_1.wav'), (u'marker', 60)])
1059.8896 	EXP 	Wait3: autoDraw = False
1059.8896 	EXP 	Wait3: autoDraw = False
1079.8910 	EXP 	Wait3: autoDraw = True
1089.8734 	EXP 	New trial (rep=14, index=0): OrderedDict([(u'Sound', u'heart60_1.wav'), (u'marker', 60)])
1089.8896 	EXP 	Wait3: autoDraw = False
1089.8896 	EXP 	Wait3: autoDraw = False
1109.8896 	EXP 	Wait3: autoDraw = True
1119.8751 	EXP 	New trial (rep=14, index=1): OrderedDict([(u'Sound', u'heart120.wav'), (u'marker', 120)])
1119.9068 	EXP 	Wait3: autoDraw = False
1119.9068 	EXP 	Wait3: autoDraw = False
1139.8911 	EXP 	Wait3: autoDraw = True
1149.9073 	EXP 	Wait3: autoDraw = False
1149.9073 	EXP 	Wait3: autoDraw = False
1149.9073 	EXP 	EndText: autoDraw = True
1161.3655 	DATA 	Keypress: space
1161.6872 	EXP 	window1: mouseVisible = True
