4.9108 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x125679dd8>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x123f85898>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([3360, 2100]), stereo=False, units='norm', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.3849 	EXP 	New trial (rep=0, index=0): OrderedDict([('pic', 'eyes1.png'), ('sound', 'heart120.wav'), ('c1', 'playful'), ('c2', 'comforting'), ('c3', 'irritated'), ('c4', 'bored'), ('answerNum', 1), ('answer', 'playful'), ('marker', 120)])
6.3864 	EXP 	Set  sound=heart120.wav
6.5436 	EXP 	Sound  started
6.5436 	EXP 	text: autoDraw = False
6.5436 	EXP 	image: image = 'eyes1.png'
6.5436 	EXP 	Choice1: text = '1.playful'
6.5436 	EXP 	Choice2: text = '2.comforting'
6.5436 	EXP 	Choice3: text = '3.irritated'
6.5436 	EXP 	Choice4: text = '4.bored'
6.5436 	EXP 	image: autoDraw = True
6.5436 	EXP 	Choice1: autoDraw = True
6.5436 	EXP 	Choice2: autoDraw = True
6.5436 	EXP 	Choice3: autoDraw = True
6.5436 	EXP 	Choice4: autoDraw = True
6.5436 	EXP 	Chosen: autoDraw = True
6.5436 	EXP 	YourChoice: autoDraw = True
9.8791 	DATA 	Keypress: 1
10.0155 	DATA 	Keypress: 1
10.1801 	DATA 	Keypress: 3
10.6874 	DATA 	Keypress: 3
10.9460 	DATA 	Keypress: 3
11.4472 	DATA 	Keypress: 3
11.7135 	DATA 	Keypress: 4
12.0797 	DATA 	Keypress: 3
12.2889 	DATA 	Keypress: 2
12.5805 	DATA 	Keypress: 1
12.9130 	DATA 	Keypress: 2
13.2208 	DATA 	Keypress: 3
13.5464 	DATA 	Keypress: 4
13.8463 	DATA 	Keypress: 3
14.0804 	DATA 	Keypress: 2
14.7203 	DATA 	Keypress: 4
15.1367 	DATA 	Keypress: 3
15.4299 	DATA 	Keypress: 2
15.7968 	DATA 	Keypress: 2
16.5050 	DATA 	Keypress: 1
16.9985 	DATA 	Keypress: 2
17.3302 	DATA 	Keypress: 3
17.7037 	DATA 	Keypress: 4
18.1300 	DATA 	Keypress: 3
18.5039 	DATA 	Keypress: 2
18.8303 	DATA 	Keypress: 1
19.1964 	DATA 	Keypress: 2
19.4959 	DATA 	Keypress: 3
19.8958 	DATA 	Keypress: 4
19.8976 	DATA 	Keypress: 3
20.2305 	DATA 	Keypress: 4
20.5642 	DATA 	Keypress: 3
20.8303 	DATA 	Keypress: 2
21.1294 	DATA 	Keypress: 1
21.4965 	DATA 	Keypress: 2
21.8701 	DATA 	Keypress: 3
22.2302 	DATA 	Keypress: 4
22.5628 	DATA 	Keypress: 4
22.8962 	DATA 	Keypress: 4
23.2180 	DATA 	Keypress: 3
23.7457 	DATA 	Keypress: 3
24.0132 	DATA 	Keypress: 4
24.4133 	DATA 	Keypress: 4
25.2629 	DATA 	Keypress: 3
25.8128 	DATA 	Keypress: 2
26.3773 	EXP 	Sound  stopped
26.3805 	DATA 	Keypress: 1
26.4102 	EXP 	image: autoDraw = False
27.4042 	DATA 	Keypress: 3
27.6661 	DATA 	Keypress: 3
27.9123 	DATA 	Keypress: 3
28.1977 	DATA 	Keypress: 4
28.4181 	DATA 	Keypress: 4
28.8306 	DATA 	Keypress: 3
29.1613 	DATA 	Keypress: 4
29.4815 	DATA 	Keypress: 3
29.6615 	DATA 	Keypress: 2
29.9967 	DATA 	Keypress: 2
30.1639 	DATA 	Keypress: 3
30.2861 	DATA 	Keypress: 4
30.8160 	DATA 	Keypress: 3
31.0499 	DATA 	Keypress: 2
31.2631 	DATA 	Keypress: 1
31.7961 	DATA 	Keypress: 3
32.2825 	DATA 	Keypress: 4
32.6809 	DATA 	Keypress: 4
32.9328 	DATA 	Keypress: 3
33.1796 	DATA 	Keypress: 3
33.7797 	DATA 	Keypress: 1
34.1655 	DATA 	Keypress: 2
34.4297 	DATA 	Keypress: 3
34.6368 	DATA 	Keypress: 4
34.9791 	DATA 	Keypress: 4
35.7480 	DATA 	Keypress: 4
36.1999 	DATA 	Keypress: escape
36.4883 	EXP 	window1: mouseVisible = True
